Name,Country,Email
Global Community Health Foundation (GCHF),Nigeria,  
Global Development of Peaceful Environments (GDPE),Kenya,  
Global Economist Forum (GEF),Bangladesh,info@globaleconomistforum.org
Global Foundation for Democracy and Development (FUNGLODE),Dominican Republic,  
Global Human Rights Defence (GHRD),,  
Global Infancia,Paraguay,  
Global March against Child Labor,India,  
Global Network for Good Governance (GNGG),Cameroon,  
Global Organization of Parliamentarians Against Corruption (GOPAC),Indonesia,edgardo_angara@hotmail.com
Global Policy Forum,United States of America,  
"Global Projects for Hope, Help and Healing (GPH3)",United States of America,  
Global Rights,United States of America,  
Global Safety and Relief Foundation,Nigeria,  
Global Sports Alliance (GSA),Japan,  
Global Welfare Association (GLOWA),Cameroon,  
Global Witness,United Kingdom,  
Global Youth Coalition On HIV/AIDS,Nigeria,  
Good Neighbors International,Republic of Korea,  
Good Thinkers Organisation for Human Development (GTOPAK),Pakistan,  
Goodwill Social Work Centre,India,  
Goutte d’eau – A Child Support Network,Switzerland,  
Government Servant's Association (GSA),Mauritius,  
Governor's Council on Alcoholism and Drug Abuse,,  
Grace Home,Malaysia,  
Grace Society Development Nepal (GSD/Nepal),Nepal,  
Gram Bharati Samiti (GBS),India,  
GRANAT (Gerakan Nasional Anti NarkoTika/National Movement against Narcotics),Indonesia,  
Grand Council of the Crees,Canada,  
Grassroot Soccer,United States of America,  
Grassroots Development and Empowerment Foundation (GRADE),Nigeria,  
Građani Organizirano Nadgledaju Glasanje (GONG),Croatia,  
Green and Better World (GBW),Cameroon,  
Green Belt and Better Living Movement,,  
Green Pastures,Malaysia,  
Greenpeace International Council,Netherlands,  
Group D'Etudes et de Recherches sur la Democratie et le Developpement Eco et Social en Afrique,Benin,  
Group of Studies on Alcohol and Drugs (GREA),Brazil,  
Groupe A de Cassis,Mauritius,  
Groupe D'Action de Paix et de Formation pour la Transformation (GAPAFOT),Central African Republic,  
Groupe Européen d'Echange Rhin-Meuse-Moselle,France,  
Growing Up Strong and Free Foundation,Hungary,  
Gruener Kreis,Austria,  
Grupo De Mujeres De La Argentina,Argentina,  
Grupo Prevención,Guatemala,  
Gruppo Abele,Italy,  
Gruppo Exodus,Italy,  
Gunderuplund Rehabilitation Center,Denmark,  
Guria Swayam Sevi Sansthan (Guria),India,  
Gvozdika Foundation,Kyrgyzstan,  
Habitat International Coalition,Chile,  
Haitian Educational Developmental Organization (HEDO HAITI),Haiti,hedohaiti@yahoo.com
Haki Africa,Kenya,  
Hamdard Community Development Program (HCDP),Pakistan,  
Hamdard Social Welfare Organization,Pakistan,  
Hamdelan Khamoush Institute,Iran (Islamic Republic of),  
Hands Across Cultures Corp.,Nicaragua,  
Harm Reduction Coalition (HRC),United States of America,  
Harm Reduction International (IHRA),United Kingdom,  
Hasaan Foundation,Pakistan,  
Hatif Welfare Society,Pakistan,  
Health Action,Bangladesh,  
Health Care and Social Development Organization (HSDO),Afghanistan,  
Health Care Society (HCS),Tanzania (United Republic of),  
Health Education Organization,Pakistan,  
Health Education Promotion Organization of Pakistan,Pakistan,  
Health Poverty Action (HPA),United Kingdom,  
Health Promotion Watch,Cameroon,  
Healthy generation,Kyrgyzstan,  
Healthy Options Project Skopje (HOPS),The form. Yug.  Rep. of Macedonia,  
Heartland Alliance,United States of America,  
Hebron House Drug Rehabilitation Centre,Nigeria,  
"Hellenic Action for Human Rights – “Pleiades""",Greece,  
Help 4 Male Victims of Intimate Partner Violence,United Kingdom,  
Help Afghan School Children Organization (HASCO),Austria,  
Help Age - Zambia,Zambia,  
Help De-Addiction Centre,Mauritius,  
HELP Split,Croatia,  
Help the mentally ill in Zanzibar,Tanzania (United Republic of),  
"HELP/Project Samaritan, Inc.",United States of America,  
Helper Development Organization (HDO),Pakistan,  
HERA,The form. Yug.  Rep. of Macedonia,  
Herzwerk,Austria,  
Hesketh King Treatment Centre,South Africa,  
Hibiscus - Female Prisoners Welfare Project,United Kingdom,fpwphibiscus_jailtd@yahoo.com
Hiding Place,Malaysia,  
High World International Organisation (HWIO),Nigeria,  
Highland Education Development Organization (HEDO),Viet Nam,  
Hiroshima Peace Culture Foundation,Japan,  
HIV/AIDS and STD Alliances Bangladesh (HASAB),Bangladesh,  
Hmayana Mosbat Club,Iran (Islamic Republic of),  
HO Diocesan Justice and Peace Commission,Ghana,  
Hoadedhdhoo Association for Development (HAD),Maldives,  
"Hogar Crea, Inc.",Dominican Republic,  
Holistic Understanding for Justified Research and Action (HUJRA),Pakistan,salmasaeed.srlm@hujra.org
Hong Kong Council of Social Service (HKCSS),Hong Kong SAR of China,  
Hong Phuc Drug AddictionTreatment Center,Viet Nam,  
Hoops 4 Hope,South Africa,  
Hope / The Firm,India,  
Hope and Help,Armenia,  
Hope Development Organization (HDO),Pakistan,  
Hope for Children Association,Turkey,  
HOPE Foundation,India,  
"Hope Village Society, Cairo",Egypt,  
Hope-Sofia,Bulgaria,  
Horizon,Pakistan,  
House of Hope,Malaysia,  
House of Hope : Addiction Recovery Institute,South Africa,  
House of Victory,Malaysia,  
Houston's Drug-Free Business Initiative,United States of America,  
Howard League for Penal Reform,United Kingdom,  
Hridaya Foundation,India,  
Human Development Foundation (HDF),Thailand,  
Human Development Foundation Peshawar,Pakistan,  
Human Life Guide (HuLiG),Tanzania (United Republic of),  
Human Race Day,United States of America,  
Human Resource Development Foundation-IKSV (HRDF),Turkey,  
"Human Resources Development Institute, Inc. (HRDI)",United States of America,  
"Human Rights Advocates, Inc.",United States of America,  
Human Rights and Development Trust of Southern Africa (HURIDETSA),Zimbabwe,  
Human Rights and the Drug War (HRDW),United States of America,  
Human Rights and Welfare Mobilization Forum,Bangladesh,  
Human Rights Defenders Solidarity Network - Uganda (HRDS),Uganda,  
Human Rights First,United States of America,  
Human Rights Information & Training Center - Taiz (HRITC),Yemen,  
Human Rights Information and Documentation Center (HRIDC),Georgia,  
Human Rights Information Network (HuRINet),Nigeria,  
Human Rights Internet,Canada,  
Human Rights Trust of Southern Africa (SAHRIT),Zimbabwe,  
Human Rights Watch (HRW),United States of America,  
Human Rights Writers Association of Nigeria (HURIWA),Nigeria,  
Human Skill Development Association,India,  
Human Trafficking Awareness Partnerships Inc,United States of America,  
Humanitarian Action for the people of Afghanistan (HAPA),Afghanistan,  
Humanitarian Assistance for Afghan Women and Children (HAAWC),Afghanistan,  
Humanitarian Assistance for the Women and Children of Afghanistan (HAWCA),Afghanistan,  
Humanitarian Organisation for Migration Economics (HOME),Singapore,  
Humanitarna Organizacija I Dom Za Ovisnike Zajednica Susret,Croatia,  
Humanity Development,Côte d'Ivoire,  
Hungarian Association of Organizations for Drug Prevention and Harm Reduction (MADASZSZ),Hungary,  
Hungarian Association on Addictions (HAA),Hungary,  
Hungarian Civil Liberties Union (HCLU),Hungary,tasz@tasz.hu
Huqooq-Ul-Ebad Development Foundation (HEDF),Pakistan,  
Hwa Foundation (HWA),Pakistan,  
I WATCH/ Ena Yakedh,Tunisia,  
I-India,India,  
i-land informatics Limited,India,  
Ibn Sino (Avicenna) International Foundation,Uzbekistan,  
IBON Foundation Inc.,Philippines,  
Idara Khidmat-e-Awam,Pakistan,  
Idara Shaur Okara,Pakistan,  
Idia Renaissance,Nigeria,  
Ikbol,Uzbekistan,  
Ikhwezi Women’s Support centre,South Africa,  
Illinois Alcoholism and Drug dependence Association (IADDA),United States of America,  
Ilm-o-adab Foundation (IAF),Pakistan,  
IMBEWU Community Volunteers,South Africa,  
Immigrant Council of Ireland,Ireland,  
Immigration Union of Greece (Support and Reinstatement Center for Foreign Prisoners),Greece,  
Impulse NGO Network (INGON),India,  
Independent Advocacy Project (IAP),Nigeria,  
Independent Charity Center of Assistance to Victims of Sexual Violence (Sisters) (Syostri),Russian Federation,  
India HIV/AIDS Alliance,India,  
India Media Centre,India,  
India Vision Foundation (IVF),India,  
Indian Commitee of Youth Organization (ICYO),India,  
Indian Council of Education (ICE),India,  
Indian Council of South America (CISA),Peru,  
Indian Institute of Rural Reconstruction & Social Change (IIRRRSC),India,  
Indian Institute of Youth and Development (IIYD),India,  
Indian Law Resource Centre,United States of America,  
Indian Psychosocial Service Society (IPSS),India,  
Indian Temperance Youth Federation (ITYF),India,  
Indonesia Corruption Watch (ICW),Indonesia,  
Indonesian Harm Reduction Network (JANGKAR),,jangkar-subscribe@yahoogroups.com
Indonesian Institute for Independent Judiciary (LEIP),Indonesia,  
Indonesian National Council on Social Welfare,Indonesia,  
Infante,Bolivia,  
Information and Research Center on Alcohol and Drug Abuse (IRCADA),Nigeria,  
Information Centre Rainbow,Kyrgyzstan,  
Initiative,Kazakhstan,  
Initiative Against Corruption (IAC),Malawi,  
Initiative Development (ID),Ghana,  
Initiative for Community Development,Nigeria,  
Initiative for Health Foundation,Bulgaria,  
Initiative for the Development of Africa (IDA),Senegal,  
Initiative on Southern Africa (INISA),Germany,  
Innovation Zone (I-Zone),Georgia,  
Innovative Development Initiative (IDI),Malawi,  
Institut alternativa,Montenegro,  
Institut Filia,Czech Republic,  
Institut International de Formation et de Lutte Contre les Drogues,France,  
Institut Perempuan,Indonesia,  
"Institute ""Woman and Society""",Uzbekistan,  
"Institute for Behavioral Health, Inc.",United States of America,  
Institute for Cognitive Science Studies (ICSS),Iran (Islamic Republic of),  
Institute for Democracy (IDEM),Republic of Moldova,  
Institute for Democracy and Mediation (IDM),Albania,  
Institute for Democracy in South Africa (IDASA),South Africa,  
Institute for Development Research Advocacy and Applied Care (IDRAAC),Lebanon,  
Institute for Ecology of Cognition (IEC),Bulgaria,  
Institute for Juvenile and Family Justice Development (IJFJD),Thailand,  
Institute for Peace and Conflict Resolution,Nigeria,  
Institute for Public Policy,Romania,  
Institute for Research and Development (UTRIP),Slovenia,  
Institute for Security Studies (ISS),South Africa,  
Institute for Social Development and Studies,Viet Nam,  
Institute for Terrorism & Security Management,Nigeria,  
Institute for Transnational Studies - Transnational Institute (TNI),Netherlands,  
Institute of Conflict Resolution (ICR),Bulgaria,  
"Institute of Governance Studies, BRAC University (IGS)",Bangladesh,  
Institute of Justice Association,Cameroon,  
Institute of Training Concern (ITC),Bangladesh,  
Instituto Brasileiro Giovanni Falcone (IBGF),Brazil,  
Instituto Crack Nem Pensar,Brazil,  
Instituto de Defensa Legal (ILD),Peru,  
Instituto de Drogadependencia - Universidad del Salvador,Argentina,  
"Instituto de Educación Popular ""El Abrojo""",Uruguay,  
Instituto de Educación Preventiva y Atención de Riesgos (INEPAR),Mexico,  
Instituto de Estudios de Direito e Cidadania (IEDC),Brazil,  
Instituto de Estudios para la Consolidación del Estado de Derecho (ICED),Paraguay,  
Instituto de Estudos da Religiao (ISER),Brazil,  
Instituto de Promoción Económico-Social del Uruguay (IPRU),Uruguay,  
Instituto Mexicano de Psiquiatria,Mexico,  
Instituto Mexicano para la Prevención y Tratamiento de la Adicciones (IMPTA),Mexico,  
Instituto Mundo Libre,Peru,  
Instituto Nacional de Salud Mental,Mexico,  
Instituto Qualicidade Social Organization of Public Interest (OSCIP),Brazil,  
Instituto Sou da Paz,Brazil,  
Integrated Community Development Initiative (ICDI),Pakistan,  
Integrated Rural Development Services (IRDS),India,  
Integrated Social Development Effort (ISDE),Bangladesh,  
Integrated Women and Children Development Centre,India,  
Integrity Action (TIRI Network),United Kingdom,info@tiri.org
Integrity Management Accountability Transparency (IMPACT),Denmark,  
Inter-African Committee on Traditional Practices Affecting the Health of Women and Children (IAC),Switzerland,  
Inter-Parliamentary Union (IPU),Switzerland,  
"Inter-Regional Civil Movement Against Corruption, Dishonor and Fraud",Russian Federation,  
Interagency Panel on Juvenile Justice (IPJJ),Switzerland,  
Intercambios Asociación Civil,Argentina,  
Interclassic Children and Youth Forum,Nigeria,  
Intercommunity Development Social Organisation (IDS),Nigeria,  
Interdemilge Foundation,Kyrgyzstan,  
Interdépendances Magazine,France,  
Interdicipleship Council of Liberia (INDICOL),Liberia,  
International Trade Union Confederation (ITUC),Belgium,  
International Academy of Organizational Behavior Management (IAOBM),Iran (Islamic Republic of),  
International Action Network on Small Arms (IANSA),United Kingdom,joseph.dube@iansa.org
International Advertising Association,United States of America,  
"International Agency for Crime Prevention, Criminal Law and Jurisdiction (IACPCLJ)",Slovakia,  
International AIDS Society,Switzerland,jelena.milovic@iasociety.org
International Alliance of Women (IAW),Austria,  
International Anti-Drug Association (IADA),Romania,  
"International Association ""Znanie""",Russian Federation,  
International Association Against Drug Trafficking and Drug Abuse (IADTDA),Bulgaria,  
International Association for Hospice and Palliative Care (IAHPC),United States of America,  
International Association for Human Development and Empowerment (INTAHUDE),Nigeria,ucheokeke@intahude.org
International Association for Political Science Students (IAPSS),Slovenia,  
International Association of Applied Psychology (IAAP),Australia,  
International Association of Criminal Justice Practitioners (IACJP),Nigeria,  
International Association of Democratic Lawyers (IADL),United States of America,  
International Association of Judges (IAJ),Italy,  
International Association of Lions Clubs,United States of America,  
International Association of Penal Law (IAPL),France,  
International Association of Ports and Harbors (IAPH),Japan,info@iaphworldports.org
International Association of Prosecutors (IAP),Netherlands,  
International Association of Women Judges,United States of America,  
International Association of World Peace Advocates,Nigeria,  
International Association of Young Lawyers (AIJA),Belgium,  
International Association of Youth and Family Judge and Magistrates,Austria,  
International Bar Association (IBA),United Kingdom,  
International Board on Books for Young People Nigerian Section (IBBY),Nigeria,  
International Catholic Child Bureau (ICCB),Switzerland,ritenfant@yahoo.com
International Catholic Migration Commission (ICMC),Switzerland,  
International Center for Alcohol Policies,United States of America,  
International Center on Nonviolent Conflict (ICNC),United States of America,  
International Centre for Anti-Drug and Human Rights (CIADO),Romania,  
International Centre for Asset Recovery (ICAR),Switzerland,  
International Centre for Drug Abuse Prevention in Schools (ICDAPS),Malaysia,  
International Centre for Missing & Exploited Children (ICMEC),United States of America,  
International Centre for Study and Development (ICSD),India,  
International Centre for Study of Psychiatry & Psychology,United States of America,  
International Centre for the Legal Protection of Human Rights (INTERIGHTS),United Kingdom,  
International Centre for the Prevention of Crime (ICPC),Canada,  
International Certification and Reciprocity Consortium (IC&RC),United States of America,  
International Chamber of Commerce (ICC),France,  
